,Name,Lowest price,Price per slot,Trader price,Last update,Hash EN,Hash RU
797,Sig Sauer mount for the sights of Romeo series.,0,0,0,None,ecf7448c564d0403fbf92ec2f8b64aef,None
798,Standard Spacer for Aimpont sight,0,0,0,None,d5daf7b654e60a11af503b24eb962188,None
799,Stock adapter Tactica Tula 12003 for MP-133/153,0,0,0,None,c7bf7948b5ea55c74b00c354b89d2e65,None
800,Strike industries bridge guide,0,0,0,None,199f1138a79922253ff7383fee0f2dec,None
801,Strike industries keymod 4 inch guide,0,0,0,None,41b1d41f9b91dec9b423d891350dded0,None
802,Strike industries keymod 6 inch guide,0,0,0,None,8716bd98654a0afabb18586ddc072ca1,None
803,TA51 Mount for sights,0,0,0,None,59cf10f392000561caca0223d47a8188,None
804,TOZ 6P29M Mount,0,0,0,None,6f9b68bac4da700e5ab513e4457734a8,None
805,TOZ-106 scope mount,0,0,0,None,93463016af1c5892de89a9a1d65251ad,None
806,Tactica Tula 10000 mount,0,0,0,None,7195a284b4cbbbb9c885fc205de49131,None
807,Tactical rail for M590,0,0,0,None,9c9c39b5426408832e2f51f1e91ca956,None
808,Trijicon RMR mount for ACOG scopes,0,0,0,None,0c4633003cc67945e40f6b7b6ff0b550,None
809,Trijicon RMR mount for a Sig-Sauer pistols,0,0,0,None,4a97a746af215470337b0ba5e68aa6ed,None
810,Troy QARS 3.2 inch guide,0,0,0,None,6c867918cad68cd07a832709e809b601,None
811,Troy QARS 4.2 inch guide,0,0,0,None,f8874edbc5f064b0afd11bf5e566ad8a,None
812,UM Tactical UM3 Sight Mount,0,0,0,None,40047568e5b133f54596160747a06576,None
813,UNV DLOC-IRD Mount for sights,0,0,0,None,536828d9510ff9d1f3ec140fb94dd18d,None
814,UTG SKS SOCOM Rail mount,0,0,0,None,654dd951903f6da4fba5ab36df6c5187,None
815,Vltor CASV 2 inch guide,0,0,0,None,6f1df0c61691cf0878bd0019bb5d7c75,None
816,Vltor CASV 4 inch guide,0,0,0,None,a9c25b2e2d4806026c5b3376daf2c6a9,None
817,Vltor CASV 5 inch guide,0,0,0,None,c10290350e24564de34e134e5f66cdf5,None
818,Vltor CASV KeyMod 2 inch guide,0,0,0,None,03bc26721d011760940835e2849ec64b,None
819,Vltor CASV KeyMod 4 inch guide,0,0,0,None,43c3344ef2c7552a03af4fb6ca615938,None
820,Vltor CASV keymod 6 inch guide,0,0,0,None,39d2a734c9a912327eb76dc923c30726,None
821,Weaver extended multi-slot base for Remington model 700,0,0,0,None,a74b5d4b190cd705ba991d85190ac12a,None
822,Weigand Weig-a-tinny mount for M1911A1,0,0,0,None,40a008dde70c85ab52060ffa6bf0995a,None
823,Wilcox Interface for PVS-7,0,0,0,None,e222aea1223c12298945ffeb5ddf16f8,None
824,XS Short rail with Ghost ring for M870,0,0,0,None,a2d780bc2e9051513e28edcaacba6106,None
825,3 Lug thread protector,32999,32999,1549,Price updated 3 hours ago,7e6a2de110e0909da87a2fb2422981f4,None
826,3 Lug threaded protector,150000,150000,1663,Price updated 7 hours ago,3cce5ed6ae9f376cc75a258eae67d897,None
827,3-prong SIG Flash hider 7.62x51,2800,2800,1030,Price updated 3 days ago,837b51f0e455d6ce4204706a7a889bcf,None
828,A2 9x19 Flash hider for MPX,1000,1000,506,Price updated 5 days ago,bf487c3be69ad0bc65735a85a466c5a0,None
829,AAC 762 SDN-6 7.62x51 Sound Suppressor,55000,27500,37702,Price updated 2 hours ago,5b8e3c5191ceba576ae44173be7443a7,None
830,AAC Blackout 51T 5.56x45 flash-hider,19000,19000,3443,Price updated 2 hours ago,2b3424881b735d03d18cabe0a9ac41b4,None
831,AAC Blackout 51T flash hider (7.62x51),9000,9000,2379,Price updated 5 days ago,af1baefe6bb945df54ca6dfb64876097,None
832,AAC Illusion 9 9x19mm silencer,14555,7277,18446,Price updated 2 hours ago,0126bd15b0db94bd8a51ecf4f7890c5f,None
833,ADAR 2-15.56x45 Flashhider,7000,7000,508,Price updated 5 days ago,52339bfa0bfe1e685c4808632f228990,None
834,AS VAL 9x39 integral barrel-suppressor,25000,12500,13074,Price updated 1 an hour ago,f23aff376e105bab64aff91c498666c7,None
835,ASh-12 12.7x55 tactical suppressor,19000,9500,20098,Price updated 2 hours ago,a4f6f1c5fa2f1f79d468363fafec68ce,None
836,ASh-12 regular muzzle brake 12.7x55,4999,4999,3416,Price updated 2 days ago,3055ce1562deb1f3da4d0310ee02ee7f,None
837,Alpha Dog Alpha 9 9x19 sound suppressor,20555,10277,20529,Price updated 1 an hour ago,68163976e1f3941fa964a730ee6ff607,None
838,Alpha Wolf Bullnose 9x19 Compensator,2000,2000,1568,Price updated 2 days ago,68163976e1f3941fa964a730ee6ff607,None
839,Anarchy Outdoors Muzzle Brake .45 ACP,7770,7770,2632,Price updated 2 days ago,e57933df7643cd5a334858a97b4033d2,None
840,"Annihilator 7.62x39, 5.56x45 and 9mm flash hider for AR-15",32000,32000,4395,Price updated 1 an hour ago,32714b097a610e8eadad1a5ba2bf1af4,None
841,B&T MP9 9x19mm sound suppressor,40000,20000,14224,Price updated 3 hours ago,No hash,None
842,B&T Rotex 2 4.6x30 silencer,58000,29000,29562,Price updated 40 minutes ago,ef98fbe06e15d49ce891ceadfc9b915f,None
843,B&T adapter for MP9 regular suppressor.,50000,50000,2436,Price updated 28 days ago,No hash,None
844,Bramit silencer for a Mosin rifle,41111,20555,23102,Price updated 3 hours ago,96f7f484e4eadf299ecfa9c506c1b631,None
845,Bulletec ST-6012 5.56x45 Flash hider for AR-15,39999,39999,6888,Price updated 1 an hour ago,1e90fab2a3cf043373e363552a0f722c,None
846,CNC Warrior AK 5.56x45 mm muzzle device adapter,8500,8500,1464,Price updated 4 days ago,eba6ca3173729bb6631feb9a34029482,None
847,Carbine brake for SIG MPX by TACCOM,8999,8999,3276,Price updated 4 hours ago,358a559af36ecb67fd6d1ce04de03b9f,None
848,Carver Custom 4 Port 9x19 muzzle brake,3999,3999,3445,Price updated 2 days ago,0b742953b14dfd8a970102486123d7ee,None
849,Colt USGI A2 5.56x45 Flash hider for AR-15,2000,2000,750,Price updated 5 days ago,5fad99c90f8d399930ff32248d718fe1,None
850,"Compensator 2A ""X3"" 7.62x51 for AR-10",8795,8795,4378,Price updated 5 days ago,21bbb7fcec8678599ae47c81397eaa7b,None
851,Custom Mosin rifle thread adapter,3000,3000,840,Price updated 8 months ago,d9e1576f4690eb6603442ce382bcf6a2,None
852,"DS Arms ""3 prong trident"" 7.62x51 Flash hider for SA-58",1250,1250,897,Price updated 2 days ago,a574b02df5e7f4e2f97e03f15a2e1999,None
853,"DS Arms ""Austrian Style"" 7.62x51 muzzle brake for SA-58",1000,1000,1310,Price updated 5 days ago,e094076f1e9e14e4a7124e9bc806f802,None
854,DVL-10 M2 muzzle brake,6000,6000,2552,Price updated 2 days ago,b6bd2734a6bd572d2a2c48d9c05f06f5,None
855,DVL-10 muzzle device,9999,9999,2937,Price updated 39 minutes ago,39b6304db8fcf8ca4dd161f61fc77027,None
856,Daniel Defence Wave QD Sound Suppressor,43888,21944,28560,Price updated 3 hours ago,2822a1f58c18393884b93c899fa025ea,None
857,Daniel Defense Wave Muzzle Brake 5.56x45,15999,15999,4469,Price updated 4 hours ago,d6f0d3c6b69a91c6ccf46d469103ef83,None
858,Daniel Defense Wave Muzzle Brake 7.62x51,9800,9800,4469,Price updated 25 minutes ago,28550dfccc43ea7ce1a2666a32aff2d8,None
859,Decelerator 3 Port 9x19 Compensator,2500,2500,2830,Price updated 3 days ago,0f62efe36d580f1fb6a569679d254951,None
860,Desert Tech .308 Flash hider,3990,3990,2867,Price updated 2 days ago,3f60a41f587244920a260a31d5117089,None
861,Desert Tech 5.56x45 Flash hider,8000,8000,2369,Price updated 2 hours ago,2084fb65efe7829140f960c64af5a4e4,None
862,Direct Thread Mount adapter for Gemtech ONE.,19998,19998,2223,Price updated 4 hours ago,0d97e1800e63b260065016bf1ed7df41,None
863,Direct Thread Mount adapter for Silencerco Hybrid 46.,11111,11111,2307,Price updated 1 an hour ago,e1ca96616eca62420a158e859fa3dcee,None
864,Direct Thread Mount adapter for Silencerco Omega 45k,6900,6900,2100,Price updated 2 days ago,40802baa47255596de85c1a94f58f407,None
865,Direct Thread adapter for the Lantac Blast mitigation device.,8800,8800,1680,Price updated 2 hours ago,f8f7a30e7c863bfbac65e5f9f95b252e,None
866,Double Diamond flash hider,2069,2069,2522,Price updated 2 days ago,dcc5fcf94efad8dfd4e0a2d25fa48fec,None
867,FN Attenuator 5.7x28 silencer,39999,19999,35532,Price updated 2 hours ago,23e6418d3305cc16504b04e3d3974c87,None
868,FN P90 5.7x28 flash hider,1500,1500,896,Price updated 5 days ago,f205fc2e11fdeb958d34cfcb5497e09c,None
869,"Ferfrans ""CRD"" 5.56x45",10000,10000,5404,Price updated 2 days ago,c72c994a97828e3b86e90b3b46144de4,None
870,Ferfrans Muzzle Brake 5.56x45,11000,11000,4704,Price updated 2 hours ago,d768ba083007b34824ef239c2b5d44a7,None
871,Fischer Development FD917 suppressor,24000,12000,24671,Price updated 40 minutes ago,ebf36bf028e78eb75c329de5290a899f,None
872,Fortis Red Brake 7.62x51 muzzle brake for AR-10,11420,11420,8008,Price updated 35 minutes ago,ef322bde829d313f1fd7e8428daad369,None
873,GK-02 Muzzle Brake,5000,5000,2266,Price updated 2 days ago,647efb533493dc01d1d5f0fbd2840769,None
874,Gemtech ONE 7.62x51 Sound Suppressor,29999,14999,27171,Price updated 3 hours ago,62367b4b2976bb8335f67d2b07c7c8da,None
875,Gemtech SFN-57 5.7x28mm silencer,22000,11000,21246,Price updated 2 hours ago,3a824cc967cc4d689250dd557f4205ef,None
876,Glock thread protector produced by Double Diamond,900,900,394,Price updated 5 days ago,73f1a232c49a4d3ef0e9576ec92ee958,None
877,Glock thread protector produced by Salient Arms,800,800,564,Price updated 5 days ago,ffaad186e3306d57362809bd30436267,None
878,Good Iron 7.62x51 muzzle brake & compensator for M14,4400,4400,4504,Price updated 2 days ago,d5afbd50d46af129e3ff0d8fade87978,None
879,HK A1 4.6x30 Flash hider for MP7,9000,9000,510,Price updated 2 days ago,bb0018441761a117d844530785cc0b1a,None
880,HK Noveske style muzzle brake & compensator for MP-5,10420,10420,4984,Price updated 4 hours ago,3f6cd5b8b3d20f658b9485c4c1ebbab9,None
881,"Hexagon ""DTKP MK.2"" 7.62x39 sound suppressor",28999,14499,28960,Price updated 2 hours ago,623730a980ef0f40c446c0ececb53745,None
882,Hexagon 12K sound suppressor,56000,28000,12901,Price updated 29 minutes ago,1b5087372b7110c2bd9d141bf29d6044,None
883,Hexagon AK-74 5.45x39 sound suppressor,28888,14444,22048,Price updated 4 hours ago,7144887909e898939d6e168b2eb7d5d5,None
884,Hexagon AKM 7.62x39 sound suppressor,21000,10500,23920,Price updated 1 an hour ago,0846671644b112a646927f0bbe6c5480,None
885,Hexagon SKS 7.62x39 sound suppressor,34000,17000,24569,Price updated 1 an hour ago,52141a3284ff128fd6b577b7005ab7aa,None
886,IzhMash 5.45x39 muzzle brake for AKS-74U (6P26 0-20),0,0,0,None,589236745312c0c7bb4881aa3556ab24,None
887,Izhmash 5.45x39 AK-105 muzzlebrake & compensator (6P44 0-20),0,0,0,None,7f4e00e0853d547cc9d7c7fd0aae0582,None
888,Izhmash 5.45x39 AK-74 muzzle brake & compensator (6P20 0-20),1300,1300,389,Price updated 5 days ago,4f3bbdf000e4fa0ad7af4229df8a16eb,None
889,Izhmash 5.45x39 AK-74M muzzle brake & compensator (6P20 0-20),0,0,0,None,f90124fdbcff6329b1afc82c8e956eaf,None
890,Izhmash 5.45x39 RPK-16 muzzle brake & compensator,3900,3900,532,Price updated 5 days ago,85c2a949310dda700118706f6348d440,None
891,Izhmash 5.56x45 AK-101 muzzlebrake & compensator,0,0,0,None,No hash,None
892,Izhmash 5.56x45 AK-102 muzzlebrake & compensator (6P44 0-20),0,0,0,None,No hash,None
893,Izhmash 7.62x39 AK-103 muzzlebrake & compensator,0,0,0,None,c135a040122685918b7cb8630bf61ccc,None
894,Izhmash 7.62x39 AK-104 muzzlebrake & compensator (6P46 0-20),0,0,0,None,No hash,None
895,Izhmash 7.62x39 AKM muzzle brake & compensator (6P1 0-14),1000,1000,340,Price updated an hour ago,7e2c7f53f4a7e42a34c9d6343fdbff98,None
896,Izhmash 7.62x39 flash hider for AKML system,2800,2800,339,Price updated 2 days ago,90ad96c3cb0df8b2279075d854fa025f,None
897,Izhmash 7.62x54 SVDS muzzlebrake & compensator,5000,5000,337,Price updated 2 days ago,ec00e948368c0bcd923465bdc146b248,None
898,Izhmash 9x19 PP-19-01 muzzle brake/compensator,888,888,371,Price updated 2 days ago,30b86a38f230dd9b575e3394bee0fd20,None
899,Izhmash 9x19 Saiga-9 muzzle brake/compensator,4000,4000,280,Price updated 5 days ago,49969473731fbcd875efb2b4d52af985,None
900,JMAC RRD-4C 7.62x39 muzzle brake for AKM type thread,55000,55000,7336,Price updated 3 hours ago,09399da00e0e6d0e9af562edc19c9ae7,None
901,JMAC RRD-4C muzzle brake for AK-74 type thread,55000,55000,5152,Price updated 2 hours ago,03e7c042dc8b927c6efba579f31a2fa9,None
902,JP Enterprises tactical compensator 7.62x51 muzzle brake & compensator for M14,0,0,0,None,0e032dad52e502a385c4fae8d49ee723,None
903,KAC PRS QDC 7.62x51 Sound Suppressor,64500,32250,24360,Price updated 3 hours ago,0222f2800b5894f9c40b78b968fefea0,None
904,KAC QD Compensator 5.56x45,10000,10000,3080,Price updated 2 hours ago,16b3a905f880f5fdacdcfb8d1f381b5e,None
905,KAC QDC Flash suppressor kit 7.62x51 flash hider,0,0,0,None,0b141da7855a3e82fef1a43528a6a381,None
906,KAC QDSS NT-4 Black 5.56x45 silencer,27990,13995,26719,Price updated 1 an hour ago,f9f5539ebced50c1797a10c594eac851,None
907,KAC QDSS NT-4 FDE 5.56x45 silencer,28998,14499,25338,Price updated 2 hours ago,ecd0bc10cccf5af11f8d15e226a5a9cc,None
908,KRISS Vector 9x19 Flash hider,1500,1500,750,Price updated 5 days ago,68ccb04ffaf21b9a067394a544027186,None
909,Kriss Vector .45 ACP Flash hider,3334,3334,750,Price updated 2 days ago,0b73cc46c83a927404a5e265ef3dbe48,None
910,Kriss Vector .45 ACP thread protection cap,0,0,0,None,No hash,None
911,"Lantac ""Blast mitigation device"" 7.62x51",9999,9999,5516,Price updated 4 hours ago,93fe084557125262b67128f11bc2b0c2,None
912,Lantac Dragon 7.62x39 muzzle brake & compensator for AK,0,0,0,None,No hash,None
913,Lantac Dragon 7.62x51 muzzle brake,14000,14000,7000,Price updated 27 minutes ago,f58d42a5d5fc2e128059eb76ea5ce79b,None
914,Lone Wolf Compensator 9 9x19,2500,2500,1884,Price updated 5 days ago,51bd826ed3f9816c1f2a3e1537d9c2d2,None
915,M700 thread protection cap,7500,7500,336,Price updated 15 days ago,No hash,None
916,M700 thread protection cap,7500,7500,336,Price updated 15 days ago,No hash,None
917,M9A3 thread protection cap,380,380,168,Price updated 3 days ago,d8e98eecec4d88cfcbd019cee8c3784e,None
918,ME Cylinder muzzle adapter 12 ga,12499,12499,1204,Price updated 6 hours ago,4ff1b99b07182166fc7d8298a717c96f,None
919,MP5SD 9x19 silencer,199999,99999,14957,Price updated 6 months ago,86cf82a65fa5461050b84af4c9ea227c,None
920,MPX-SD 9x19 Integrated silencer,12777,6388,12042,Price updated 43 minutes ago,6329d56d95576cda015d9b853d74bbf7,None
921,Makeshift 7.62x25 TT silencer,8000,4000,8346,Price updated 2 days ago,76704d8e0211aacb1eefae53e9c6a22b,None
922,Molot 7.62x39 Vepr KM / VPO-136 muzzle brake & compensator,4000,4000,336,Price updated 2 days ago,b21a60d45c9dcbbe645b3eec880479db,None
923,Muzzle brake Keeno Arms SHREWD 7.62x51 for AR-10,6900,6900,6720,Price updated 3 days ago,57a8b5357065e724813d8be8f4fe7f84,None
924,Muzzle brake Odin Works Atlas-7 7.62x51 for AR-10,0,0,0,None,6069f5bd68e6e15f4c02a32e8337f1a5,None
925,Muzzle brake Precision Armament M-11 7.62x51 for AR-10,0,0,0,None,090b3ce43eebb3a296d05e5888584095,None
926,Muzzle brake Vendetta precision VP-09 5.56x45,0,0,0,None,f2eddf191be58b52c212ef88422c7b02,None
927,National Match 7.62x51 muzzle brake & compensator for M1A,0,0,0,None,c12d63267395cd341e4c58a7f517d7e7,None
928,Nordic Corvette 5.56x45 compensator for AR-15,0,0,0,None,b50e53b13fe063299b39a7479869f13d,None
929,Nordic Corvette 7.62x51 muzzle brake for AR-10,0,0,0,None,35c7c57d4d54159abf4ae2917f2ffc52,None
930,Noveske KX3 5.56x45 flash hider,0,0,0,None,0c739ff80166d4479b3e44a41af0a7b9,None
931,Orsis T-5000M muzzle brake,0,0,0,None,457502a8103ae1ab08bc79ab97edf438,None
932,P226 thread protection cap,0,0,0,None,225c5be60855408192c7ac53b4ed42f2,None
933,PBS-1 7.62x39 silencer,0,0,0,None,f8bf2b74c630a888c847926503afa07f,None
934,PBS-4 5.45x39 Silencer,0,0,0,None,2a906db9419240575d94258c38632d12,None
935,PM-Laser DTK-TT muzzle brake for TT pistol,0,0,0,None,7f6957993b64eba07c780fb1039f386f,None
936,PP-91-01 Kedr-B 9x18PM suppressor,0,0,0,None,12d841b14d36c599ceb0f8ecfb447503,None
937,PP-91-01 Kedr-B muzzle thread piece,0,0,0,None,cf6bb11810bb977ea1b321bdc0fe8185,None
938,PWS CQB 5.56 x 45 Muzzle brake,0,0,0,None,f5ac347cba9e2b546ed019c65dbdb7bf,None
939,PWS CQB 74 5.45x39 Muzzle brake,0,0,0,None,c10cd3fe7460f0bc501dae3b540164fe,None
940,Phantom 7.62x51 muzzle brake & compensator for M14,0,0,0,None,f99d1bf818c5abc491b0c134790594b4,None
941,Piston Mount adapter for Silencerco Omega 45k,0,0,0,None,8b3a84fb4a7094d11065abeb57c901fa,None
942,RFB Thread spacer,0,0,0,None,d38bffa17ed79ed95e5748388429ad28,None
943,RFB thread protection cap,0,0,0,None,a730c3e081fe1804479b552d6251dc4b,None
944,Regular RFB 7.62x51 Flash hider,0,0,0,None,931cec0a2dee308deeee551c888e0f9d,None
945,Regular SV-98 7.62x54 silencer,0,0,0,None,11a476c4cb0a675252df8e2e51c5c133,None
946,Remington Tactical Choke 12ga,0,0,0,None,c12366d0e75ad542c11c06b0af050c96,None
947,Rotor 43 .366TKM muzzle brake,0,0,0,None,f33b4fa94192012dcf895730aee3c2dd,None
948,Rotor 43 5.56x45 muzzle brake,0,0,0,None,6f7dbcbba1045bb90ff552b1a7b391f6,None
949,Rotor 43 7.62x39 muzzle brake,0,0,0,None,39110e17944d871764d4cbcd7515108c,None
950,Rotor 43 7.62x51 muzzle brake for VPO-101,0,0,0,None,7af064dde906e8ef730662f80e20fcb4,None
951,Rotor 43 7.62x54 muzzle brake,0,0,0,None,56e0fc2267118732f290b1d851330fd4,None
952,Rotor 43 9x19 muzzle brake,0,0,0,None,b1d355fbe3948288dd579a8edeea16c5,None
953,Rotor 43 thread adapter for SVD-S,0,0,0,None,a8b70736d0ecb61210c382b7d98171cd,None
954,SAI Jail Break 5.56x45 for AR-15,0,0,0,None,4b12bcbba1fe60785fdc458bb59645a1,None
955,SIG Taper-LOK Muzzle Adapter,0,0,0,None,41ade7f6202bef23ce023736ac3300af,None
956,SIG Two Port brake muzzle brake 7.62x51,0,0,0,None,d07b678b2b38e97b1d28c88df7fbd7cd,None
957,SIG micro brake muzzle brake 7.62x51,0,0,0,None,ab464e2aabccece772dcd0445c6a6da7,None
958,SOK-12 Protection tube,0,0,0,None,eeff76ed20a9fb28a050ab10d44892c0,None
959,SR1MP silencer 9x21,0,0,0,None,0deea27413ed9eaec24ee5ebd5879ac5,None
960,"SRVV ""Mk.2.0"" compensator 7.62x54 for SV-98",0,0,0,None,829d7ad0d9997e09dc92037b6fb21b45,None
961,SRVV 5.45x39 AK-74 muzzle brake,0,0,0,None,No hash,None
962,SRVV 7.62x39 AK muzzle brake & compensator,0,0,0,None,No hash,None
963,SV-98 muzzle device,0,0,0,None,No hash,None
964,Sig SRD 9 9x19mm sound suppressor,0,0,0,None,a3946e4678033e9f8d15a68325fdfb51,None
965,"Sig-Sauer ""SRD"" 7.62x51 Sound Suppressor",0,0,0,None,018de768a5f6fd268ff7c7ce1e16aac7,None
966,Sig-Sauer SRD QD 7.62x51 Sound Suppressor,0,0,0,None,3ae53b4573f5d309f78d84815772bec8,None
967,Silencer APB 9x18PM,0,0,0,None,c36ba59054e4ba7008e2a2096942c08d,None
968,SilencerCo AC-858 ASR .338 LM Muzzle brake,0,0,0,None,7195a284b4cbbbb9c885fc205de49131,None
969,SilencerCo Omega 45k .45 ACP sound suppressor,0,0,0,None,c26b74c525db34ef80ff9ad0822bde82,None
970,SilencerCo Osprey 9 9x19mm sound suppressor,0,0,0,None,0772a59c6204b71f056652eaa6cc3342,None
971,SilencerCo Salvo 12 sound suppressor,0,0,0,None,aeaf09f8ba8788348381bfb556ad9efb,None
972,SilencerCo Salvo 12 thread adapter,0,0,0,None,64a3a0399fd5f0f2439101e4f0479488,None
973,SilencerCo choke adapter for 12ga shotguns,0,0,0,None,51037fd7bc3aed025112e1eb9fa8a07d,None
974,Silencerco Hybrid 46 multi-caliber silencer,0,0,0,None,bd135e36ba6e2fb3b81ce32567750916,None
975,Socom 16 7.62x51 muzzle brake & compensator for M1A,0,0,0,None,3aca9fe3ef810e4f24567ee23841abc0,None
976,Socom 16 7.62x51 muzzle brake & compensator for M1A,0,0,0,None,3aca9fe3ef810e4f24567ee23841abc0,None
977,Spike tactical dynacomp 7.62x39 muzzle brake & compensator for AK,0,0,0,None,e57547cc80807c934bb8dddd410c296a,None
978,Stock silencer for PB 9x18 PM,0,0,0,None,176d6f1f06e2445f3e578aa013fdf5a4,None
979,Strike Industries G4 slide compensator 9x19,0,0,0,None,c36fd20cdf49dc3c0ac112410804c8af,None
980,Surefire FH556RC 5.56x45 Flash hider for AR-15,0,0,0,None,74144d8610b803544d6a29657d1a419e,None
981,Surefire SF3P 5.56x45 Flash hider for AR-15,0,0,0,None,2ce30e169eec2647a3cfa2e1f46ed368,None
982,Surefire SOCOM556-MINI MONSTER 5.56x45 Silencer,0,0,0,None,5f47c1a411d11abc6ec28708f52a49b6,None
983,Surefire SOCOM556-MONSTER 5.56x45 silencer,0,0,0,None,6402a64f2ba88883d1be86ff656f5c5a,None
984,Surefire SOCOM556-RC2 5.56x45 silencer,0,0,0,None,f46ea735bf90eac4a9af1932e8c64e28,None
985,Surefire WarComp 5.56x45 Flash hider for AR-15,0,0,0,None,fae6cce2bb4544afac5f0c202f2c7e0d,None
986,TGP-A 5.45x39 muzzle device/suppressor,0,0,0,None,bdc4a5ac2532431595f43619e96fe578,None
